ORF name	transcript length	rpkm
YDR164C	2075	8.130944704
YDR165W	1235	92.76978432
YDR166C	2816	6.780935348
YDR167W	521	42.4246609
YDR168W	1421	52.18652504
YDR169C	1442	2.993078297
YDR169C-A	50	0
YDR170C	5930	21.65839115
YDR171W	1028	3.435105247
YDR172W	1958	97.12278278
YDR173C	968	24.32016663
YDR174W	641	231.9913721
YDR175C	860	25.70145154
YDR176W	2009	9.179279085
YDR177W	548	107.399276
YDR178W	446	19.06109721
YDR179C	389	18.49194046
YDR179W-A	1292	10.22417463
YDR180W	4382	3.253295579
YDR181C	1346	16.22709615
YDR182W	1376	14.44756152
YDR182W-A	104	2.515162532
YDR183W	593	30.43643563
YDR184C	785	24.99142388
YDR185C	440	10.10638035
YDR186C	2534	7.535561934
YDR188W	1541	95.90587304
YDR189W	1901	18.57595052
YDR190C	1292	97.28150312
YDR191W	1013	9.941471645
YDR192C	1193	8.551130954
YDR194C	1895	36.23426761
YDR194W-A	53	0
YDR195W	1502	11.40698213
YDR196C	626	57.45499074
YDR197W	1070	12.34545198
YDR198C	1340	21.37512754
YDR200C	1715	7.321102832
YDR201W	398	43.37707441
YDR202C	956	13.54399238
YDR204W	908	29.81631001
YDR205W	2075	5.294568645
YDR206W	2555	29.89450323
YDR207C	2411	3.743012511
YDR208W	2240	11.79431573
YDR210W	128	29.63175857
YDR211W	2039	55.99721348
YDR212W	1580	216.2148327
YDR213W	2642	6.583975802
YDR214W	953	63.26702645
YDR216W	3872	3.344022911
YDR217C	3830	5.429598906
YDR218C	1172	0.55797121
YDR219C	1298	12.09138228
YDR221W	2009	10.41620322
YDR222W	1148	15.83588395
YDR223W	1304	2.206553632
YDR226W	569	704.7405848
YDR227W	3977	5.327565795
YDR228C	1781	9.2528607
YDR229W	1262	15.02719928
YDR231C	518	28.27858414
YDR232W	1547	24.43300745
YDR233C	788	157.842408
YDR234W	1982	45.00389708
YDR235W	1535	19.00053727
YDR236C	557	43.43961141
YDR237W	779	19.97923716
YDR238C	2822	52.32464986
YDR239C	2264	5.314725067
YDR240C	1379	23.90042771
YDR242W	1550	3.375185849
YDR243C	1667	10.04254458
YDR244W	1739	11.58218606
YDR245W	1082	109.0306686
YDR246W	560	11.91109113
YDR246W-A	101	0
YDR247W	1286	1.830631516
YDR248C	482	26.04915219
YDR249C	1022	11.51757402
YDR251W	2393	8.198189614
YDR252W	350	2.615769033
YDR253C	476	2.747656547
YDR254W	1277	12.08538551
YDR255C	1166	2.019032701
YDR256C	1448	1.625823294
YDR257C	1385	31.91804813
YDR258C	2336	6.494632016
YDR259C	1052	1.616207102
YDR260C	413	37.36812904
YDR261C	1589	11.44090294
YDR262W	719	37.65397704
YDR263C	1193	7.34520223
YDR264C	2195	36.76376978
YDR265W	914	17.17135032
YDR266C	1820	21.4866742
YDR267C	893	51.11441167
YDR268W	1040	26.53496471
YDR270W	2915	4.890545876
YDR272W	725	85.68898556
YDR273W	998	3.931516582
YDR275W	608	24.95305985
YDR276C	68	59.62414707
YDR277C	1202	2.937843756
YDR279W	953	21.27199371
YDR280W	818	94.01419262
YDR281C	215	43.19060496
YDR282C	1145	9.138057757
YDR283C	4880	8.067074579
YDR284C	770	41.78436247
YDR285W	2528	2.431589093
YDR286C	245	25.0900295
YDR287W	779	21.4902719
YDR288W	812	31.40855674
YDR289C	1130	14.46774908
YDR291W	3134	9.973975731
YDR292C	1766	36.51115892
YDR293C	3653	5.334650779
YDR294C	1670	33.59775195
YDR295C	1925	7.813336072
YDR296W	581	37.59323825
YDR297W	950	55.06882174
YDR298C	539	310.8348916
YDR299W	1505	47.10122312
YDR300C	1187	58.06698738
YDR301W	3974	4.936655195
YDR302W	560	54.41733792
YDR303C	2558	10.32809509
YDR304C	578	184.4162424
YDR305C	554	35.41203564
YDR306C	1337	15.16246074
YDR307W	1889	4.431159823
YDR308C	323	71.26553402
YDR309C	1052	14.79451116
YDR310C	3089	5.334847817
YDR311W	1829	9.868128117
YDR313C	761	8.765060491
YDR314C	1979	1.38785118
YDR315C	746	11.39577662
YDR316W	1316	12.52229856
YDR317W	1145	3.426771659
YDR318W	1007	19.48189448
YDR319C	725	15.1534206
YDR320C	1907	7.269835277
YDR320C-A	119	81.33063379
YDR321W	1046	277.4565719
YDR322C-A	191	69.16038542
YDR322W	1004	28.13775454
YDR323C	1448	8.671057567
YDR324C	2231	39.74655769
YDR325W	3008	9.000402091
YDR326C	4217	9.955677727
YDR328C	485	174.2048242
YDR329C	1226	14.08162775
YDR330W	1403	4.754248777
YDR331W	1136	17.26960189
YDR332W	1970	8.365149699
YDR333C	2072	24.99624848
YDR334W	4445	9.50386274
YDR335W	3575	19.71887425
YDR336W	845	20.89519642
YDR337W	761	27.67009292
YDR338C	1988	7.302574513
YDR339C	470	122.7185259
YDR341C	1724	181.768637
YDR346C	1346	181.8989461
YDR347W	866	54.36933325
YDR348C	1400	17.84328162
YDR349C	1691	12.60704767
YDR350C	1955	7.225142086
YDR351W	2495	10.16952289
YDR352W	854	34.15201957
YDR353W	860	163.333485
YDR354W	1043	32.97925482
YDR356W	2735	9.133672491
YDR357C	269	111.8265572
YDR358W	1574	5.151768743
YDR359C	2849	3.21347547
YDR361C	752	180.7037251
YDR362C	1919	18.67432817
YDR363W	1271	7.100238523
YDR363W-A	170	293.8893443
YDR364C	1268	20.73223879
YDR365C	1787	74.94536904
YDR367W	566	92.89215117
YDR368W	839	118.4734484
YDR369C	2465	4.297713827
YDR370C	1229	21.70939311
YDR371W	1436	14.2992945
YDR372C	938	126.6054521
YDR373W	473	176.6888385
YDR374C	821	0.477911516
YDR374W-A	170	32.31244099
YDR375C	1271	15.02369311
YDR376W	1382	15.80439322
YDR377W	206	128.8837655
YDR378C	161	259.952202
YDR379C-A	140	9.34203226
YDR379W	2930	3.526378048
YDR380W	1808	5.497744649
YDR381C-A	245	29.89450323
YDR381W	581	255.4989546
YDR382W	233	8924.487522
YDR383C	617	20.13760601
YDR384C	728	103.6606272
YDR386W	1799	7.488165936
YDR387C	1568	7.256757202
YDR388W	1349	49.15474054
YDR389W	1865	6.31150705
YDR390C	1811	16.24925545
YDR391C	599	14.41074759
YDR392W	914	18.4592016
YDR393W	1271	9.261180683
YDR394W	1187	86.16391675
YDR395W	2735	32.42214633
YDR397C	341	97.80368085
YDR398W	1832	47.61784784
YDR399W	566	553.4246319
YDR400W	923	25.64757286
YDR402C	1370	0.381864092
YDR403W	1511	1.817708461
YDR404C	416	58.47752886
YDR405W	692	11.71804046
YDR406W	4490	3.087656097
YDR407C	3770	7.077146985
YDR408C	545	225.5800817
YDR409W	2615	1.950573466
YDR410C	620	51.68253331
YDR411C	926	22.45719634
YDR412W	608	107.7714051
YDR414C	989	14.54674386
YDR415C	1025	13.14264441
YDR416W	2480	12.97337061
YDR419W	1799	10.17808962
YDR420W	5309	3.69528494
YDR421W	2753	5.320852373
YDR422C	2348	5.068888032
YDR423C	1130	13.54181313
YDR424C	355	64.10476221
YDR425W	1778	3.38372822
YDR427W	1082	88.4816512
YDR428C	686	32.02982489
YDR429C	725	326.1593387
YDR430C	2870	6.060928247
YDR432W	1145	107.9433072
YDR434W	1505	31.89326362
YDR435C	887	22.11755101
YDR436W	2033	4.117295084
YDR437W	323	0.404917807
YDR438W	1013	6.197281025
YDR439W	944	7.481542785
YDR440W	1649	9.993538452
YDR441C	446	34.01672733
YDR443C	4163	1.853595639
YDR444W	1964	14.11769437
YDR446W	809	0.161666813
YDR448W	1205	14.76118624
YDR449C	1223	72.93354376
YDR451C	962	13.73142788
YDR452W	1925	48.98622007
YDR453C	491	12.25309323
YDR454C	464	523.4356782
YDR456W	1802	11.03210025
YDR457W	9707	6.548180437
YDR458C	1892	21.15288911
YDR459C	1025	21.94694018
YDR460W	866	31.26236662
YDR461C-A	143	31.09655494
YDR461W	11	0
YDR462W	344	24.71293418
YDR463W	1460	17.28915833
YDR464W	4208	6.806718372
YDR465C	1139	91.86195023
YDR466W	2597	4.331076951
YDR468C	575	31.61668657
YDR469W	428	23.22411758
YDR470C	1409	5.19812157
YDR471W	311	1503.01584
YDR472W	752	32.5231921
YDR473C	1310	7.787403991
YDR475C	2531	3.565548464
YDR476C	575	14.10240696
YDR477W	1802	19.9593919
YDR478W	497	13.94725943
YDR479C	1565	8.440660457
YDR480W	872	9.599152414
YDR481C	1601	53.18131294
YDR482C	308	33.9710264
YDR483W	1229	173.6751449
YDR484W	1826	6.016555278
YDR485C	2288	6.05925519
YDR486C	590	21.94585883
YDR487C	527	321.3871819
YDR488C	1502	5.834105366
YDR489W	785	10.99622651
YDR490C	2201	5.407428032
YDR492W	851	35.962982
YDR493W	272	32.69711291
YDR494W	986	25.3352883
YDR495C	2936	5.835588271
YDR496C	1871	102.0583321
YDR497C	1655	75.54909956
YDR498C	1052	13.79992218
YDR499W	2144	8.601292762
YDR500C	167	2832.705566
YDR501W	1466	2.141147912
YDR502C	1055	115.4161597
YDR503C	725	24.17331382
YDR504C	284	11.51306793
YDR505C	2426	5.714581976
YDR506C	1727	1.590363338
YDR507C	3329	8.603986455
YDR508C	1892	50.60102886
YDR510W	206	478.0762334
YDR511W	302	29.01598099
YDR512C	464	21.70411805
YDR513W	332	113.0611013
YDR514C	1352	19.25066707
YDR515W	1244	9.251916193
YDR516C	1403	22.55937655
YDR517W	1019	38.5049416
YDR518W	1454	23.65705831
YDR519W	308	165.6087537
YDR520C	2219	8.015876261
YDR522C	1409	0.092823599
YDR523C	1373	1.905148604
YDR524C	1349	9.501310794
YDR524C-B	101	2793.17515
YDR525W-A	140	15.88145484
YDR527W	1220	40.52297928
YDR528W	1172	14.95362843
YDR529C	284	152.8935421
YDR530C	878	16.23683511
YDR531W	1004	71.25625802
YDR532C	1058	8.900537352
YDR533C	614	25.13523989
YDR534C	1487	0.703636593
YDR536W	1610	0.162470126
YDR538W	629	7.2775768
YDR539W	1412	20.00729855
YDR540C	440	6.242176101
YDR541C	935	13.00890482
YEL001C	578	128.5256757
YEL002C	1193	77.94684754
YEL003W	236	174.0151433
YEL004W	929	4.223523734
YEL005C	749	9.603958398
YEL006W	908	25.78318595
YEL007W	1901	8.46237746
YEL009C	746	701.80452
YEL011W	2015	3.310278429
YEL012W	557	12.91447907
YEL013W	1637	44.98100078
YEL015W	1556	29.16683337
YEL016C	1382	19.1166912
YEL017C-A	32	0
YEL017W	914	18.4592016
YEL018W	740	37.46912398
YEL019C	704	0.928895253
YEL020C	1583	8.509924522
YEL020W-A	164	78.15407476
YEL021W	704	0
YEL022W	4280	16.10409206
YEL023C	1949	4.563168143
YEL024W	548	21.71852025
YEL025C	3467	7.016628787
YEL026W	281	909.4684502
YEL027W	383	2126.422163
YEL029C	839	40.99804861
YEL030W	1835	3.207346226
YEL031W	3548	36.60454692
YEL032W	2816	14.72298976
YEL033W	320	798.2182689
YEL035C	401	0
YEL036C	1403	28.1526104
YEL037C	1097	75.94552753
YEL038W	584	117.1273291
YEL039C	242	1.080896295
YEL040W	1304	139.6146662
YEL041W	1388	1.413419866
YEL042W	1457	55.47512911
YEL043W	2771	5.050293874
YEL044W	401	97.19441045
YEL046C	1064	117.3900106
YEL047C	1313	63.45182307
YEL048C	359	40.07445593
YEL050C	1082	41.21891128
YEL051W	671	616.7133547
YEL052W	1430	21.58466754
YEL053C	2102	5.786549002
YEL055C	2969	41.89283177
YEL056W	1106	18.44755737
YEL057C	602	0.651769693
YEL058W	1574	72.95569285
YEL059C-A	125	13.60199897
YEL060C	1808	4.991373431
YEL061C	2903	6.848034671
YEL062W	1748	2.918048978
YEL063C	1673	11.49187232
YEL064C	1343	7.206511855
YEL065W	1787	28.61683525
YEL066W	440	50.53190177
YEL067C	488	0.536018244
YEL068C	233	24.13692455
YEL071W	1391	187.1092874
YEL072W	596	7.899973589
YEL073C	224	4.087139114
YER001W	2189	24.43694688
YER002W	596	87.3385969
YER003C	1190	178.0481443
YER004W	596	80.31639816
YER005W	1793	14.88056003
YER006W	1463	203.2003763
YER007C-A	446	128.7357181
YER007W	1457	16.24757018
YER008C	3911	6.587912292
YER009W	278	819.544902
YER010C	605	25.50915255
YER011W	665	15.73394907
YER012W	497	102.1044653
YER013W	3338	3.839804752
YER014C-A	362	0
YER014W	1520	8.948683533
YER015W	2135	4.839479007
YER016W	935	43.22313536
YER017C	2186	15.79512865
YER018C	566	16.63740021
YER019C-A	167	221.6355198
YER019W	1334	15.29460154
YER020W	1250	13.18347593
YER021W	1472	99.60180319
YER022W	1964	13.1188009
YER023W	761	317.0889531
YER024W	2672	2.643179786
YER025W	1484	191.8641909
YER026C	731	203.4288229
YER027C	1154	32.30044083
YER028C	1085	5.786032884
YER029C	491	57.80263545
YER030W	362	74.42657745
YER031C	572	178.3478886
YER032W	2531	2.48038154
YER033C	3131	0.79366994
YER034W	458	12.85039372
YER035W	338	17.0257156
YER036C	1733	197.2769836
YER037W	866	6.947192581
YER038C	1295	3.231838187
YER039C	650	4.024260051
YER039C-A	119	2.198125238
YER040W	2093	1.812166793
YER041W	2180	4.679586802
YER042W	455	125.3269559
YER043C	1250	339.3175589
YER044C	347	88.57431163
YER044C-A	1127	1.044450812
YER045C	1370	2.4821166
YER046W	332	31.51528955
YER047C	2594	4.840281942
YER048C	1076	113.1636138
YER048W-A	185	28.98554874
YER049W	1835	78.90071715
YER050C	317	21.04167519
YER051W	1379	10.24304045
YER052C	1484	37.19186428
YER053C	803	5.53774266
YER053C-A	14	0
YER054C	1547	0.676346227
YER055C	794	680.6270556
YER057C	290	151.534206
YER058W	224	15.76467944
YER059W	1163	7.422216516
YER060W	1487	3.694092111
YER061C	1229	11.38678952
YER063W	557	86.40960539
YER064C	1418	20.56828259
YER065C	1574	5.317954832
YER066W	458	5.425721793
YER067W	386	6.437773526
YER068W	1664	8.567272373
YER069W	2492	12.17613193
YER070W	2567	52.47842041
YER071C	281	47.94025096
YER072W	290	1122.074716
YER073W	1463	125.6927977
YER074W-A	371	63.10278395
YER075C	2687	4.283358297
YER076C	809	8.89167471
YER077C	1967	11.03756125
YER078C	1436	14.93684267
YER078W-A	65	2.012130025
YER079W	533	4.171489077
YER080W	1784	17.08167558
YER081W	1310	21.56511874
YER082C	1565	34.3476381
YER083C	758	27.4345169
YER084W	287	0
YER085C	422	0.309925241
YER086W	1631	61.42486447
YER087C-B	149	275.6213008
YER087W	1631	9.382126819
YER088C	1913	16.81858814
YER089C	1295	31.2074375
YER090W	1424	73.75219569
YER091C	2204	70.31956225
YER092W	278	63.04191554
YER093C	4193	3.992588078
YER093C-A	314	4.998284776
YER094C	518	219.6640018
YER095W	1103	24.07076671
YER096W	1439	3.362871932
YER098W	2165	1.933131849
YER099C	857	80.88433999
YER100W	653	53.27676591
YER101C	1193	5.700753969
YER103W	1829	10.65471804
YER104W	527	9.927017202
YER105C	4076	16.26833783
YER106W	809	0.485000439
YER107C	998	46.65399678
YER109C	2300	4.662892624
YER110C	3242	63.94191729
YER111C	3182	3.658130797
YER112W	464	39.46203282
YER113C	2021	18.44369556
YER114C	3023	10.42673399
YER115C	476	48.90828654
YER116C	725	8.298301759
YER118C	1004	35.04192579
YER119C	1247	10.38336545
YER120W	635	225.7388079
YER121W	245	2.135321659
YER122C	1382	67.76015295
YER123W	1475	5.586218612
YER124C	1622	122.6444112
YER125W	2330	12.12459466
YER126C	686	148.5192476
YER127W	974	67.00558251
YER128W	512	7.152493449
YER129W	3329	7.66108383
YER130C	1232	16.77319429
YER132C	5162	2.381657198
YER133W	839	265.7858284
YER134C	437	45.19234828
YER136W	1256	70.49664153
YER137C	347	21.48398197
YER139C	581	17.33340925
YER140W	1571	8.824682288
YER141W	1361	28.34870921
YER142C	791	9.755396519
YER143W	1187	14.10355671
YER144C	2318	5.473028391
YER145C	1115	124.2197043
YER146W	182	275.9492606
YER147C	1775	10.75781067
YER148W	623	289.0781668
YER149C	1163	21.25452911
YER150W	347	5.653679466
YER151C	2639	16.05739232
YER152C	1232	32.69711291
YER153C	665	4.523510358
YER154W	1109	16.51071527
YER155C	6404	13.23405944
YER156C	917	182.5618518
YER157W	2306	11.00301805
YER158C	1622	2.257753789
YER159C	329	47.70399452
YER161C	902	18.84977684
YER162C	2165	4.289136289
YER163C	599	51.52933988
YER164W	4307	9.170678522
YER165W	1634	207.3085005
YER166W	4616	7.990109047
YER167W	2456	7.029346749
YER168C	1541	42.60597192
YER169W	2291	4.56703454
YER170W	578	21.27009421
YER171W	2237	17.6567333
YER172C	6392	6.711297268
YER173W	1880	9.11345062
YER174C	635	108.9560487
YER175C	800	13.07884516
YER175W-A	65	0
YER176W	3266	12.49418154
YER177W	704	969.5808652
YER178W	1163	293.5149259
YER179W	905	2.167764392
YER180C	704	30.8393224
YER180C-A	158	13.24440017
YER182W	635	11.74006574
YER183C	536	88.57501482
YER184C	2285	2.117799873
YER185W	812	2.577112348
YER186C	821	52.72957064
YER187W	326	7.22144825
YFL001W	1229	18.19757952
YFL002C	1721	26.6744605
YFL003C	2537	0.876390886
YFL004W	2387	104.5430941
YFL005W	548	230.3117807
YFL007W	6332	12.0419563
YFL008W	3578	8.590074381
YFL009W	2240	16.11500565
YFL010C	536	98.57935534
YFL010W-A	185	0
YFL011W	1541	0.169744908
YFL012W	347	0
YFL013C	1979	7.534049261
YFL014W	230	25.58904489
YFL016C	1436	16.94056546
YFL017C	380	89.48683533
YFL017W-A	134	100.5314218
YFL018C	1400	107.2465303
YFL021W	1433	4.198373186
YFL022C	1412	59.00300545
YFL023W	2291	11.70302601
YFL024C	2399	3.816253278
YFL025C	2990	5.38026072
YFL026W	1196	104.5432774
YFL027C	1394	18.29537164
YFL028C	770	58.43016541
YFL029C	1007	14.41660192
YFL030W	1058	4.450268676
YFL031W	661	511.4797995
YFL033C	5213	1.756223214
YFL034C-A	269	365.1380193
YFL034C-B	764	12.83918046
YFL034W	3122	7.373083757
YFL036W	3956	7.603979747
YFL037W	1274	126.0661057
YFL038C	521	383.3281491
YFL039C	1028	863.3564522
YFL040W	1523	0.085875543
YFL041W	1769	18.26158709
YFL041W-A	92	1.421613605
YFL042C	1925	5.978900646
YFL044C	806	16.22685504
YFL045C	665	833.1126032
YFL046W	524	38.93701995
YFL047W	2045	25.64604846
YFL048C	1238	64.33777629
YFL049W	1772	8.266538704
YFL050C	2477	4.64650131
YFL051C	383	0
YFL052W	1298	0.201523038
YFL053W	1676	0.156072138
YFL054C	1841	3.41001938
YFL055W	1577	1.575764478
YFL067W	428	0
YFR001W	515	200.1190289
YFR002W	2420	18.48332664
YFR003C	368	35.89574352
YFR004W	821	105.2998374
YFR005C	1247	24.96203006
YFR006W	1508	41.4568169
YFR007W	962	10.19660486
YFR008W	566	9.243000116
YFR009W	2159	74.39009663
YFR010W	1400	59.5087455
YFR011C	413	61.43573757
YFR012W	509	0.513903543
YFR013W	2264	10.62945013
YFR014C	1241	11.59285228
YFR015C	2027	2.06474122
YFR016C	3602	5.736972615
YFR017C	488	2.4120821
YFR018C	992	36.38872243
YFR019W	6737	3.669143144
YFR020W	599	10.4805437
YFR021W	1403	5.033910469
YFR022W	2102	3.173268808
YFR023W	1736	0.452033819
YFR024C-A	1280	69.99225732
YFR025C	908	21.75006189
YFR026C	410	6.060928247
YFR027W	746	7.889383812
YFR028C	1556	21.18167726
YFR029W	1937	2.700845671
YFR030W	3008	6.261149281
YFR031C	3413	8.047341003
YFR032C	770	0.339710264
YFR032C-A	83	1396.127327
YFR032C-B	164	0
YFR033C	344	82.50318025
YFR034C	839	10.91202815
YFR035C	245	0
YFR036W	275	7.609509914
YFR037C	1574	65.97587713
YFR038W	2462	16.25559147
YFR039C	1433	27.74577062
YFR040W	2909	12.67870174
YFR041C	788	46.1411035
YFR042W	503	35.62230194
YFR043C	614	20.23599822
YFR044C	1346	91.82398722
YFR045W	830	3.939411194
YFR046C	986	6.632274424
YFR047C	788	105.8921728
YFR048W	1889	7.685292817
YFR049W	272	53.85406832
YFR050C	701	124.4449319
YFR051C	1541	36.49515523
YFR052W	725	145.7614744
YFR053C	1358	9.534651482
YFR055W	923	57.10481691
YFR057W	356	0
YGL001C	950	153.3666686
YGL002W	551	54.1193593
YGL003C	1601	9.639623544
YGL004C	1154	10.20013921
YGL005C	740	26.68791378
YGL006W	3422	9.172772763
YGL006W-A	11	0
YGL009C	2240	150.873821
YGL010W	425	16.92556433
YGL011C	659	150.4364891
YGL012W	1322	127.4247547
YGL013C	3107	5.809078316
YGL014W	2567	18.13817249
YGL015C	293	0
YGL016W	3146	16.33816322
YGL017W	1412	16.95062794
YGL018C	455	9.485755833
YGL019W	737	94.58649216
YGL020C	608	66.90001392
YGL021W	2183	17.2547293
YGL022W	2057	43.10868751
YGL023C	1808	13.16565166
YGL025C	1094	6.336186414
YGL026C	2024	113.1475192
YGL027C	2402	32.50653856
YGL028C	1529	17.27878825
YGL029W	263	66.63746205
YGL030W	218	6776.401657
YGL032C	164	57.41932023
YGL033W	557	0.469617421
YGL035C	1415	10.07487013
YGL036W	2630	6.564287307
YGL037C	551	44.38736925
YGL038C	1343	14.89995019
YGL039W	947	62.14868346
YGL040C	929	168.0962446
YGL041C-B	83	0
YGL041W-A	365	33.32418083
YGL043W	830	76.89730651
YGL044C	791	32.73844934
YGL045W	1529	3.336003672
YGL047W	509	26.72298423
YGL048C	1118	136.4036982
YGL049C	2645	13.05412145
YGL050W	722	49.09095623
YGL054C	317	174.5221295
YGL055W	1433	299.270993
YGL056C	1484	13.83678363
YGL057C	764	6.162806622
YGL058W	419	73.35390486
YGL059W	1376	2.756442658
YGL060W	1826	7.377442782
YGL061C	644	18.68406452
YGL063W	1013	13.04011216
YGL064C	1586	5.112789408
YGL065C	1412	16.58012241
YGL066W	1874	3.140597825
YGL067W	1055	37.93484948
YGL068W	485	145.0807979
YGL070C	269	104.5335208
YGL071W	1973	4.375082518
YGL073W	2402	5.063832641
YGL075C	1064	2.950115451
YGL077C	1592	23.00299401
YGL078C	1472	99.77950489
YGL079W	557	30.99474976
YGL080W	293	40.62030409
YGL081W	863	1.818611147
YGL082W	1046	17.50514649
YGL083W	2315	3.672245942
YGL084C	1583	15.78053965
YGL085W	725	14.61222701
YGL086W	2150	14.35631376
YGL087C	314	38.32018328
YGL089C	263	0
YGL090W	1166	6.169266587
YGL091C	887	45.41470474
YGL092W	3854	32.71408079
YGL093W	2654	5.864290032
YGL094C	3248	6.764919912
YGL095C	1634	22.251646
YGL096W	731	2.325923217
YGL097W	1349	60.01338144
YGL098W	638	24.59970877
YGL099W	1823	51.36836609
YGL100W	950	68.56068307
YGL101W	548	117.1845434
YGL103W	350	6007.674106
YGL104C	1361	5.093157926
YGL105W	1031	304.8347714
YGL106W	350	238.034982
YGL107C	1841	20.95741077
YGL108C	323	14.98195886
YGL110C	1775	15.03146148
YGL111W	1292	89.89175314
YGL112C	1451	56.06507024
YGL113W	1907	5.006584672
YGL114W	2078	17.18250592
YGL115W	869	75.10176912
YGL116W	1733	11.244939
YGL117W	698	8.057168224
YGL119W	1406	22.97634961
YGL120C	2204	58.27325749
YGL121C	281	5.585271956
YGL122C	1478	23.98083247
YGL123W	665	4025.530869
YGL124C	1835	14.68251828
YGL125W	1703	1.305580551
YGL126W	1043	59.81408575
YGL127C	284	19.80247683
YGL128C	752	1.739208134
YGL129C	1253	10.43802487
YGL130W	1280	29.93829401
YGL131C	4112	1.653939564
YGL133W	3695	5.450993654
YGL134W	1202	17.19182642
YGL136C	863	11.66942153
YGL137W	2570	42.64619552
YGL138C	938	0
YGL139W	2309	7.306933851
YGL140C	3560	9.992825519
YGL141W	2633	11.27572295
YGL142C	1751	12.32444005
YGL143C	1142	9.505640531
YGL144C	1958	8.883995949
YGL145W	2006	15.84326707
YGL146C	836	3.598246875
YGL148W	1031	228.3406527
YGL150C	4370	7.631820405
YGL151W	3299	8.801162857
YGL153W	926	20.90355383
YGL154C	719	13.27893876
YGL155W	1031	35.51965709
YGL156W	3152	0.912863558
YGL157W	944	50.01549899
YGL158W	1439	0.090888431
YGL159W	1013	33.69771558
YGL160W	1613	13.78427575
YGL161C	833	57.62228302
YGL162W	800	11.28050395
YGL163C	2597	7.201674465
YGL164C	1223	14.54393248
YGL166W	578	21.49637181
YGL167C	2753	32.73274362
YGL168W	233	7.297209748
YGL169W	1181	33.11240224
YGL170C	1142	0.572628948
YGL171W	1595	58.13731173
YGL172W	1319	45.51319128
YGL173C	4487	24.8052089
YGL174W	701	11.38102076
YGL175C	938	1.53376649
YGL176C	1565	7.855664188
YGL178W	2480	1.740330203
YGL179C	1583	3.883169442
YGL180W	2594	2.571399782
YGL181W	1091	25.65419675
YGL183C	560	0.467101613
YGL184C	1298	2.519037975
YGL185C	1040	14.46218456
YGL186C	1640	39.47578266
YGL187C	380	133.8860729
YGL188C-A	41	0
YGL190C	1481	20.31150836
YGL191W	290	115.0036385
YGL192W	1703	0
YGL193C	212	6.786193246
YGL194C	1259	12.36205381
YGL194C-A	143	48.47404152
YGL195W	7919	18.21690392
YGL196W	1187	11.45913982
YGL197W	4364	2.337648769
YGL198W	608	56.35949725
YGL200C	512	309.8562341
YGL201C	2954	10.27180798
YGL202W	1403	81.56799372
YGL203C	2090	22.0901069
YGL204C	206	5.079163171
YGL205W	2147	0.121833676
YGL206C	4862	13.15416554
YGL207W	3008	43.39324293
YGL208W	1148	4.101380017
YGL209W	1049	6.732675299
YGL210W	569	55.62531687
YGL211W	980	64.99385301
YGL212W	851	5.07170259
YGL213C	1094	44.47285559
YGL215W	1259	21.39985785
YGL216W	2318	5.134490552
YGL219C	1280	6.539422582
YGL220W	263	119.3506783
YGL221C	767	150.0571544
YGL222C	428	7.028351373
YGL223C	1154	11.33348801
YGL224C	743	30.10070691
YGL225W	914	143.3807752
YGL226C-A	161	100.7314783
YGL226W	272	21.15695541
YGL227W	2777	3.438083172
YGL228W	1634	29.93566763
YGL229C	2357	1.886638675
YGL230C	344	1.140596962
YGL231C	473	74.93376405
YGL232W	770	89.00408917
YGL233W	2633	12.12016035
YGL234W	2309	176.3293417
YGL235W	437	0
YGL236C	1910	4.313964635
YGL237C	698	9.368800261
YGL238W	2783	26.74043442
YGL240W	653	1.201731562
YGL241W	2915	8.838876492
YGL242C	446	97.94471491
YGL243W	1103	40.67129548
YGL244W	1577	33.92040375
YGL245W	2027	399.9790882
YGL246C	1064	90.7160501
YGL247W	494	27.26965692
YGL248W	1010	19.42402747
YGL249W	2015	0.519259361
YGL250W	626	8.566016801
YGL251C	3464	1.094937961
YGL252C	1667	22.2034384
YGL253W	1361	598.205813
YGL254W	800	4.577595807
YGL255W	1031	63.80852684
YGL256W	1049	27.30473871
YGL257C	1577	41.05281139
YGL258W-A	134	0.976033221
YGL260W	131	0
YGL262W	428	0.305580494
YGL263W	1043	2.131738905
YGR001C	802	84.14818086
YGR002C	1331	14.05165183
YGR003W	2135	7.044811213
YGR004W	1289	17.24905879
YGR005C	1103	29.16950055
YGR006W	656	3.189962235
YGR007W	872	78.44307363
YGR008C	155	32.06426556
YGR009C	1856	16.20762062
YGR010W	1088	9.737007889
YGR012W	1082	42.18592387
YGR013W	1763	7.344331658
YGR014W	3821	8.899502075
YGR015C	887	9.879172785
YGR016W	473	9.40128405
YGR017W	794	40.52135907
YGR018C	230	0
YGR019W	1316	16.19948147
YGR020C	257	315.0118738
YGR021W	773	12.01291082
YGR023W	1556	0.420271374
YGR024C	614	181.4849524
YGR026W	737	53.2381757
YGR027C	242	13262.59753
YGR028W	989	32.79629525
YGR029W	470	70.12487194
YGR030C	377	46.83406093
YGR032W	5588	2.12987636
YGR033C	620	62.4409382
YGR035C	251	7.816042927
YGR035W-A	122	0
YGR036C	620	9.914608431
YGR037C	164	233.6647337
YGR038W	569	55.85517355
YGR040W	1007	16.23491207
YGR041W	1544	7.53897163
YGR042W	716	15.70922743
